__typename,id,movie_id,scene_description,time_description,played_count,is_trailer,user_scene_id,user_time_id,user_song_id,ts_id,ts_link,ts_thumbnail,song.__typename,song.id,song.name,song.artist.__typename,song.artist.id,song.artist.name,song.artist.slug,song.previewUrl,song.spotifyImg64,song.spotifyUri,song.appleMusicUrl,song.appleMusicPreviewUrl,song.youtube_id,song.track_number,song.contributor_user_id
SongToMovieType,10112,608,3rd song in end credits.,84.0,5751,,5.0,,5,,,,SongType,73617,Right Back Where We Started From,ArtistType,2052,Maxine Nightingale,Maxine-Nightingale,https://p.scdn.co/mp3-preview/6bcc058e573404b56f1a88db908bd356264ec0ca?cid=9c8905a1915a4bae8725b70bbc14b31c,https://i.scdn.co/image/ab67616d00004851cfa6a3679b1471b340e15c4c,spotify:track:6208B8Utmd2fTqgGMjeNr6,https://geo.music.apple.com/us/album/right-back-where-we-started/id142004098?i=142004505,http://a336.phobos.apple.com/us/r1000/013/Music2/v4/2b/ab/c2/2babc26d-66fa-1ff3-34cb-4b15504cf42f/mzaf_870649711677267342.aac.m4a,WhgY4Te0uFs,,46424.0
SongToMovieType,11003,608,Shrek and Fiona sparring together.,147.0,106,,,,5,,,,SongType,18050,Shake Your Groove Thing,ArtistType,9469,Dino Fekaris and Freddie Perren ,Dino-Fekaris-and-Freddie-Perren,,,,,,,,5.0
SongToMovieType,13627,740,"First song as the Mother Gothel sings to the golden flower. Gothel steals Rapunzel as a child.
",1.0,8414,,,,5,,,,SongType,13094,Prologue,ArtistType,7772,Donna Murphy & Delaney Stein,Donna-Murphy-and-Delaney-Stein,,,,https://geo.music.apple.com/us/album/prologue/402057913?i=402057942,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/e8/1a/41/mzm.nroiiidb.aac.p.m4a,,,5.0
SongToMovieType,11950,740,Rapunzel sings in the morning as she cleans her tower with Pascal her chameleon.,5.0,20467,,,,5,,,,SongType,11138,When Will My Life Begin,ArtistType,2551,Mandy Moore,Mandy-Moore,https://p.scdn.co/mp3-preview/934e4c18d6e7dd3407c08288a244b1ed6282e0fc,https://i.scdn.co/image/cf222c6bad44845613baa08091cc0d31eeb770a8,spotify:track:03xWMkKEbeO4SnylA53ipj,https://geo.music.apple.com/us/album/when-will-my-life-begin/402057913?i=402057920,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/cb/50/e2/mzm.mickquap.aac.p.m4a,je4nDvNJXsg,,5.0
SongToMovieType,11953,740,Rapunzel's mother sings her this song after Rapunzel asks to leave her tower to see the stars.,12.0,7622,,,,5,,,,SongType,11141,"Mother Knows Best - From ""Tangled""/Soundtrack Version",ArtistType,6485,Donna Murphy,Donna-Murphy,https://p.scdn.co/mp3-preview/02fdf84986d4dedad8a564c0c21c4c8bdf15fa4c,https://i.scdn.co/image/ab67616d00004851597905f8f46dfc60f5a6d11f,spotify:track:1lOSxJNCLvWm2bYaTcTSmK,https://geo.music.apple.com/us/album/mother-knows-best/402057913?i=402057924,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/ea/e7/c4/mzm.wiylanln.aac.p.m4a,f3JmFgU_fuM,,5.0
SongToMovieType,11959,740,Flynn is chased through the forrest as they try to retrieve his satchel.,16.0,5743,,,,5,,,,SongType,11143,Flynn Wanted,ArtistType,4898,Alan Menken,Alan-Menken,https://p.scdn.co/mp3-preview/6d8526e879a76c2e6da72aaf8eae0b95274abe07,https://i.scdn.co/image/ab67616d00004851e90df328fbb273c4b5c047af,spotify:track:1SXFxvWznh5dFziiDGfqx7,https://geo.music.apple.com/us/album/flynn-wanted/402057913?i=402057940,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/71/3a/ac/mzm.ehmboomc.aac.p.m4a,klqcky7uol4,,5.0
SongToMovieType,11951,740,Rapunzel looks out of her tower after Flynn promises her to take her to the lights. She jumps out and falls down her hair onto grass for the first time.,29.0,7942,,,,5,,,,SongType,11140,When Will My Life Begin (Reprise 2),ArtistType,2551,Mandy Moore,Mandy-Moore,0,https://i.scdn.co/image/ab67616d000048519825b4984df3f3e0fd495489,spotify:track:35w38Hi0JLsQMXJHAOobpd,https://geo.music.apple.com/us/album/when-will-my-life-begin-reprise/id402057913?i=402057926,http://a673.phobos.apple.com/us/r1000/093/Music/19/22/9e/mzm.lgmvabwd.aac.p.m4a,,,5.0
SongToMovieType,11956,740,The thugs sing this song in the pub after they try to abduct Flynn. Rapunzel saves him and asks them if they've ever had a dream.,38.0,9288,,,,5,,,,SongType,11142,I've Got a Dream,ArtistType,2551,Mandy Moore,Mandy-Moore,0,https://i.scdn.co/image/ab67616d000048519825b4984df3f3e0fd495489,spotify:track:7ipLJVvOfLSBfexKm7HeAU,https://geo.music.apple.com/us/album/ive-got-a-dream/402057913?i=402057928,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/57/a3/b9/mzm.swticyfw.aac.p.m4a,,,5.0
SongToMovieType,11963,740,Flynn/Eugene and Rapunzel escape from the prison guards and the horse. ,46.0,4297,,5.0,,5,,,,SongType,11149,"Escape Route - From ""Tangled""/Score",ArtistType,4898,Alan Menken,Alan-Menken,https://p.scdn.co/mp3-preview/fc26c73f647c9cf4ab998b3a618a5e32f3c7aee4,https://i.scdn.co/image/ab67616d0000485133ce15277d7cf69899831550,spotify:track:3a0OBRF0dV744Zca1VfHfb,https://geo.music.apple.com/us/album/escape-route/id402057913?i=402057947,http://a226.phobos.apple.com/us/r1000/087/Music/61/7b/47/mzm.ljsdxdbt.aac.p.m4a,D8CnK6QkFZs,,5.0
SongToMovieType,11954,740,Rapunzel heals Flynn's hand around the camp fire. ,51.0,7658,,,,5,,,,SongType,11145,Healing Incantation,ArtistType,2551,Mandy Moore,Mandy-Moore,https://p.scdn.co/mp3-preview/2fc062641260bfa4e823624691bfd05fb634f7da,https://i.scdn.co/image/ab67616d00004851e90df328fbb273c4b5c047af,spotify:track:3geYoEZ2uY6rGZjGNKmMuy,https://geo.music.apple.com/us/album/healing-incantation/402057913?i=402057939,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/b5/2f/09/mzm.gjydlthe.aac.p.m4a,,,5.0
SongToMovieType,13632,740,"Rapunzel tells Flynn about her life and her mother as they sit around the camp fire.
",53.0,3925,,5.0,,5,,,,SongType,13096,Campfire,ArtistType,4898,Alan Menken,Alan-Menken,0,https://i.scdn.co/image/4966030771af1bb70889f949ff2555ece5752778,spotify:track:1qsBbLXcG9Q2ZPm82bppXR,https://geo.music.apple.com/us/album/campfire/id402057913?i=402057949,http://a292.phobos.apple.com/us/r1000/111/Music/d5/06/b0/mzm.wltyotpd.aac.p.m4a,lQZkOsa87jQ,,5.0
SongToMovieType,11960,740,Mother finds Rapunzel and she tries to take her back to the tower. Rapunzel refuses and goes back to Flynn.,56.0,4938,,,,5,,,,SongType,11144,"Mother Knows Best (Reprise) - From ""Tangled""/Soundtrack Version",ArtistType,6485,Donna Murphy,Donna-Murphy,https://p.scdn.co/mp3-preview/e296a61fa0b8619e9c82386c02b7e25922e72170,https://i.scdn.co/image/ab67616d00004851597905f8f46dfc60f5a6d11f,spotify:track:1nrXPF5szKZhHr0iANiPcS,https://geo.music.apple.com/us/album/mother-knows-best-reprise/402057913?i=402057934,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/c6/28/45/mzm.gmsbyzjv.aac.p.m4a,,,5.0
SongToMovieType,11966,740,Mother Gossel schemes as she tries to get Rapunzel back.,58.0,2673,,5.0,,5,,,,SongType,11152,"Return to Mother - From ""Tangled""/Score",ArtistType,4898,Alan Menken,Alan-Menken,https://p.scdn.co/mp3-preview/30e44bfe381484cf348d51c59ce8856ba4faf6e4,https://i.scdn.co/image/ab67616d00004851597905f8f46dfc60f5a6d11f,spotify:track:1GnzhgZOzHZduxuxwQrR7s,https://geo.music.apple.com/us/album/return-to-mother/id402057913?i=402057954,http://a1192.phobos.apple.com/us/r1000/075/Music/43/a7/27/mzm.bujllhom.aac.p.m4a,FFaF8NyrxcQ,,5.0
SongToMovieType,11967,740,Rapunzel arrives in the kingdom and see's pictures of her as the 'lost princess'. She starts dancing with all the people.,61.0,6278,,,,5,,,,SongType,11150,"Kingdom Dance - From ""Tangled""/Score",ArtistType,4898,Alan Menken,Alan-Menken,https://p.scdn.co/mp3-preview/d47693694349ae3cb5d65f39689364aa12089c45,https://i.scdn.co/image/ab67616d00004851597905f8f46dfc60f5a6d11f,spotify:track:0jkGkwy510cvhy0jYPFme4,https://geo.music.apple.com/us/album/kingdom-dance/402057913?i=402057951,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/c7/40/95/mzm.kafhhfhu.aac.p.m4a,d_n_AipG-iY,,5.0
SongToMovieType,11965,740,Flynn and Rapunzel sit and wait for the lantern light to appear in the sky.,65.0,6811,,,,5,,,,SongType,11151,"Waiting for the Lights - From ""Tangled""/Score",ArtistType,4898,Alan Menken,Alan-Menken,https://p.scdn.co/mp3-preview/8daafcdeaa7c753f0ef8d5c724057f1ea9d1a310,https://i.scdn.co/image/ab67616d00004851597905f8f46dfc60f5a6d11f,spotify:track:0OAnOHYJxsMtMTZ6vf14xh,https://geo.music.apple.com/us/album/waiting-for-the-lights/402057913?i=402057952,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/cd/35/a0/mzm.dskwlvmd.aac.p.m4a,,,5.0
SongToMovieType,11957,740,Rapunzel sings this song as she watches the lanterns rise up into the sky. Flynn starts singing with her.,66.0,13040,,,,5,,,,SongType,5073,I See the Light,ArtistType,3444,Mandy Moore & Zachary Levi,Mandy-Moore-and-Zachary-Levi,https://p.scdn.co/mp3-preview/622bcdb43fb8360ccfeddb6ab6ca6ed6fa737ede,https://i.scdn.co/image/77366622687207be13b31bea66adbbea905849fd,spotify:track:1yh793k8lDYfXv3DhHaIXC,https://geo.music.apple.com/us/album/i-see-the-light/402057913?i=402057938,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/68/46/10/mzm.ayqjkady.aac.p.m4a,EGqvAEHqZIA,,5.0
SongToMovieType,11964,740,Rapunzel realizes that her mother stole her as child. Continues as Flynn escapes from the prison with help from the thugs.,77.0,4282,,5.0,,5,,,,SongType,11153,Realization And Escape,ArtistType,4898,Alan Menken,Alan-Menken,0,https://i.scdn.co/image/ab67616d000048519825b4984df3f3e0fd495489,spotify:track:2ecHYT1kaLpVNBIq7c0pwj,https://geo.music.apple.com/us/album/realization-and-escape/id402057913?i=402057955,http://a1365.phobos.apple.com/us/r1000/090/Music/0a/c8/96/mzm.kwguybal.aac.p.m4a,O68TrFk0wug,,5.0
SongToMovieType,11952,740,Rapunzel sheds a tear onto Flynn and heals him. ,86.0,5234,,,,5,,,,SongType,11146,The Tear Heals,ArtistType,2551,Mandy Moore,Mandy-Moore,https://p.scdn.co/mp3-preview/8f34c19e021c1161e0c30c3a4c62b513e6e876f4,https://i.scdn.co/image/ab67616d00004851e90df328fbb273c4b5c047af,spotify:track:1I3HosEEsnZ5P4rf6uzqXM,https://geo.music.apple.com/us/album/the-tear-heals/402057913?i=402057956,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/df/e4/a2/mzm.zyxguleg.aac.p.m4a,,,5.0
SongToMovieType,11968,740,End of the movie as Flynn/Eugene narrates and the Kingdom celebrates.,88.0,3783,,,,5,,,,SongType,11154,"Kingdom Celebration - From ""Tangled""/Score",ArtistType,4898,Alan Menken,Alan-Menken,https://p.scdn.co/mp3-preview/7a7adb9e0730f0c50f407814f63dbd5ccfdce2d4,https://i.scdn.co/image/ab67616d00004851597905f8f46dfc60f5a6d11f,spotify:track:0LMQvt6yAGggdowj8hazNy,https://geo.music.apple.com/us/album/kingdom-celebration/402057913?i=402057958,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/c4/b0/3a/mzm.ndrhhxwo.aac.p.m4a,,,5.0
SongToMovieType,11961,740,First song during the end credits.,89.0,6858,,5.0,,5,,,,SongType,11147,Something That I Want,ArtistType,6486,Grace Potter,Grace-Potter,https://p.scdn.co/mp3-preview/eebdf83a7ceb490e986bcaec32d22e0a9bee347b,https://i.scdn.co/image/ab67616d0000485133ce15277d7cf69899831550,spotify:track:0Lru0VCwTa3LwgikKMGQ5I,https://geo.music.apple.com/us/album/something-that-i-want/id402057913?i=402057959,http://a575.phobos.apple.com/us/r1000/084/Music/43/9e/bf/mzm.ifrgpbjw.aac.p.m4a,zGKOrndQARw,,5.0
SongToMovieType,11949,740,,,4213,,,,5,,,,SongType,11139,When Will My Life Begin (Reprise 1),ArtistType,2551,Mandy Moore,Mandy-Moore,https://p.scdn.co/mp3-preview/22b124e2e91a8265ffc7e2dcfdb1bd8466ffce4d,https://i.scdn.co/image/ab67616d00004851e90df328fbb273c4b5c047af,spotify:track:3PU3DWTTpRAB9qNH3UPLbw,https://geo.music.apple.com/us/album/when-will-my-life-begin-reprise-1/402057913?i=402057923,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/c9/25/d2/mzm.jhvtxnjm.aac.p.m4a,VEKvA4aw8JQ,,5.0
SongToMovieType,11958,740,When Gothel dosen't find Tangled,,4347,,122339.0,,5,,,,SongType,11148,"Horse With No Rider - From ""Tangled""/Score",ArtistType,4898,Alan Menken,Alan-Menken,https://p.scdn.co/mp3-preview/91e71d4bdf701ecca86f20165c66c7c65c2ff9d3,https://i.scdn.co/image/ab67616d0000485133ce15277d7cf69899831550,spotify:track:1G600G7myxYyQynqLQtLm6,https://geo.music.apple.com/us/album/horse-with-no-rider/id402057913?i=402057946,http://a779.phobos.apple.com/us/r1000/065/Music/28/cd/54/mzm.ymhhxqoy.aac.p.m4a,vpyo3VKs6KA,,5.0
SongToMovieType,8955,551,Featured in the extended trailer for Iron Man 2,5.0,15111,,5.0,174671.0,5,63570d92a8c909fdfecdb5d1,https://share.tunespotter.com/awgVUiDeuCb,spot/63570d92a8c909fdfecdb5d1/thumbnail/1666649490905,SongType,79114,Shoot to Thrill,ArtistType,546,AC/DC,ACDC,https://p.scdn.co/mp3-preview/289d87e96d7e99b02831bd293e6602e567ea59de,https://i.scdn.co/image/ab67616d000048510b51f8d91f3a21e8426361ae,spotify:track:0C80GCp0mMuBzLf3EAXqxv,https://geo.music.apple.com/us/album/shoot-to-thrill/id574050396?i=574050498,http://a1257.phobos.apple.com/us/r1000/082/Music/v4/05/dd/41/05dd416a-6e74-3fde-9f38-bdcb05f87285/mzaf_4710883530308296953.aac.m4a,4gDch1p4c_M,,43497.0
SongToMovieType,15069,551,The first time Stark is in his lab in the movie and Pepper comes in. ,18.0,11404,,3087.0,174671.0,3087,63570e00eb194f0f27e7b5f3,https://share.tunespotter.com/ltFlUiDeuCb,spot/63570e00eb194f0f27e7b5f3/thumbnail/1666649601144,SongType,52167,Should I Stay Or Should I Go,ArtistType,672,The Clash,The-Clash,https://p.scdn.co/mp3-preview/767e69433abd76af00e098931e11153a416a3566,https://i.scdn.co/image/aecaac6fcdb15532ad5e29e2395fdc07db3f6bff,spotify:track:3v8PlUFGQQDBIk1J86waCo,https://geo.music.apple.com/us/album/should-i-stay-or-should-i-go/id685585931?i=685585941,http://a1891.phobos.apple.com/us/r1000/028/Music4/v4/cf/b1/0b/cfb10baf-c5f1-1bd3-7fe1-08d789eddc37/mzaf_4992056232744218468.plus.aac.p.m4a,BN1WwnEDWAM,,5.0
SongToMovieType,9755,551,During the fight b/w tony stark and col. rhodes in the Iron man suits,56.0,17086,,5.0,174671.0,5,,,,SongType,5494,Another One Bites The Dust,ArtistType,1529,Queen,Queen,https://p.scdn.co/mp3-preview/5653730aed37f6dbb955dc59c577c4da351c6da5,https://i.scdn.co/image/ab67616d00004851f172a668672e6935504eb347,spotify:track:291RmMazWAmDitFuD6NJCv,https://geo.music.apple.com/us/album/another-one-bites-the-dust/id376116592?i=376116624,http://a1696.phobos.apple.com/us/r1000/066/Music/ea/be/65/mzm.wbmnvcrx.aac.p.m4a,VsnXeQDqOOg,,5.0
SongToMovieType,9753,551,During the fight b/w tony stark and col. rhodes in the Iron man suits,57.0,23769,,,174671.0,5,63570e7beb194f0f27e7b641,https://share.tunespotter.com/XIcDUiDeuCb,spot/63570e7beb194f0f27e7b641/thumbnail/1666649724173,SongType,8933,Robot Rock,ArtistType,3577,Daft Punk,Daft-Punk,0,https://i.scdn.co/image/895a82d6dbfc7c4f223cc6f833d9e682e96c1de2,spotify:track:0mqH3csuodko0zRL8WCuce,https://geo.music.apple.com/us/album/robot-rock/id703078650?i=703078877,http://a1248.phobos.apple.com/us/r1000/008/Music/v4/c4/ea/1c/c4ea1cbb-be16-a3e6-af25-bd7483fef82a/mzaf_226185189303902901.plus.aac.p.m4a,r2tYJoocSgg,,5.0
SongToMovieType,9744,551,when the Senator hands over the medals to tony stark and col. Rhodes and the end-credits start rolling,116.0,13451,,,174671.0,5,,,,SongType,18656,Highway To Hell,ArtistType,546,AC/DC,ACDC,https://p.scdn.co/mp3-preview/aa4f9186e0c3f4436bb40572a63862db80d7ef2d,https://i.scdn.co/image/d07f49e9e0900414d625d855b8341d5f351743c5,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,https://geo.music.apple.com/us/album/highway-to-hell/574043989?i=574044008,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/v4/89/d3/1f/89d31fd5-ba23-33f4-8ecd-d49f6f26d76f/mzaf_8221395755277409887.plus.aac.p.m4a,gEPmA3USJdI,,5.0
SongToMovieType,9759,551,This piece of score by composer John Debney is played during the Howard Stark reel movie,119.0,16709,,5.0,174671.0,5,,,,SongType,8934,Make Way for Tomorrow,ArtistType,3229,John Debney,John-Debney,https://p.scdn.co/mp3-preview/95368d59fc08d0289099e2ad9fc60eccc93d8c44,https://i.scdn.co/image/102289f9dfcbf6aae56b2e6c88c86508c43bbac8,spotify:track:5SlA6YnmvL1gC1OskteP3v,https://geo.music.apple.com/us/album/make-way-for-tomorrow-expo/id381490362?i=381490380,http://a1170.phobos.apple.com/us/r1000/111/Music/e9/94/21/mzm.cwudcsur.aac.p.m4a,,,5.0
SongToMovieType,8954,551,Featured in the extended trailer for Iron Man 2,,12147,,5.0,,5,,,,SongType,3402,Iron Man,ArtistType,177,Black Sabbath,Black-Sabbath,https://p.scdn.co/mp3-preview/554eb657e65f100c1073b1d5fe61f77df8d20053,https://i.scdn.co/image/ab67616d000048510fbe414d55be4fb521ce52d8,spotify:track:34tr7aHsxhZ9RVTxQEAyYb,https://geo.music.apple.com/us/album/iron-man/id785232473?i=785232524,http://a73.phobos.apple.com/us/r1000/055/Music/v4/2b/38/05/2b380517-a1d0-e107-7df6-13372896ca2d/mzaf_1552756377179709333.plus.aac.p.m4a,5s7_WbiR79E,,5.0
SongToMovieType,9756,551,The piece of music heard as Iron man is having a bite on the Randy's donut sign and stops as Nick Fury steps in.,,17034,,5.0,,5,63570ec1eb194f0f27e7b66e,https://share.tunespotter.com/mtFlUiDeuCb,spot/63570ec1eb194f0f27e7b66e/thumbnail/1666649793820,SongType,8932,Groove Holmes,ArtistType,452,Beastie Boys,Beastie-Boys,https://p.scdn.co/mp3-preview/202d001574b67743740d87c5b8192737da690424,https://i.scdn.co/image/af6c4c2bccce8363bb03e5b3c20429f0df0a3525,spotify:track:5mq8e9pxrDNtPc09wydnj0,https://geo.music.apple.com/us/album/groove-holmes/id724690226?i=724690799,http://a1615.phobos.apple.com/us/r30/Music1/v4/b6/d1/4d/b6d14dba-ca8d-a92a-1cd3-e27e514597ac/mzaf_7799355482956483668.plus.aac.p.m4a,WOeDpgVXdfE,,5.0
SongToMovieType,9758,551,Hammer(Sam Rockwell) does a few steps on the stage as he is abt to start his presentation of drones at the expo,,15572,,,,5,63570f0fa8c909fdfecdb696,https://share.tunespotter.com/jNT3TiDeuCb,spot/63570f0fa8c909fdfecdb696/thumbnail/1666649871568,SongType,5022,Pick Up the Pieces,ArtistType,3347,Average White Band,Average-White-Band,https://p.scdn.co/mp3-preview/b4fda755cd6f467fd20143b610bf931516724e89,https://i.scdn.co/image/ab67616d00004851d4a6817b14d3dea6f23c680c,spotify:track:2x1LQq8lsUzAA2wNj8yjC9,https://geo.music.apple.com/us/album/pick-up-the-pieces/id300967684?i=300967827,http://a1188.phobos.apple.com/us/r1000/102/Music/0c/39/48/mzm.egbiidgl.aac.p.m4a,nGwj-Xclzmo,,5.0
SongToMovieType,9742,551,When Tony Stark is kinda practicing boxing with Happy Hogan(Jon Favreau) before natalie steps in..,,17267,,5.0,,5,63570e3da8c909fdfecdb62b,https://share.tunespotter.com/ppkLViDeuCb,spot/63570e3da8c909fdfecdb62b/thumbnail/1666649661376,SongType,8930,The Magnificent Seven,ArtistType,672,The Clash,The-Clash,0,https://i.scdn.co/image/9098a6933509154ebec46b98332b9528b6c0675a,spotify:track:6JY2q7MITljxaSCir9iXvv,https://geo.music.apple.com/us/album/the-magnificent-seven/id684746326?i=684746374,http://a636.phobos.apple.com/us/r1000/013/Music4/v4/f3/a0/0e/f3a00efd-7dfb-56d6-1c0d-15e165096bbd/mzaf_124222469431767712.plus.aac.p.m4a,GcHL8efKKPE,,5.0
SongToMovieType,9749,551,The track played by the DJ during the Iron man's birthday party.,,188,,5.0,,5,,,,SongType,8931,California Love (Single Version),ArtistType,5423,2Pac feat. Dr. Dre and Roger Troutman,2Pac-feat-Dr-Dre-and-Roger-Troutman,,,,,,,,5.0
SongToMovieType,9751,551,During the fight b/w tony stark and col. rhodes in the Iron man suits,,14878,,5.0,,5,,,,SongType,78857,It Takes Two,ArtistType,10062,Rob Base & DJ EZ Rock,Rob-Base-and-DJ-EZ-Rock,https://p.scdn.co/mp3-preview/0930fa8d0a27d3780f655e67e16b6250abc780cf,https://i.scdn.co/image/e9967da39122d0b982d242622bdf412676289b8f,spotify:track:5AD0WqGlYPZFZwu3DoNj25,https://geo.music.apple.com/us/album/it-takes-two/258655610?i=258655676,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/09/90/50/mzm.xmnvuwxn.aac.p.m4a,phOW-CZJWT0,,5.0
SongToMovieType,9757,551,Score by John Debney and is played during the final battle when natalie(Scarlett) is kicking hammers's men while enroute to stop Ivan,,14912,,5.0,,5,,,,SongType,8935,Black Widow Kicks Ass,ArtistType,3229,John Debney,John-Debney,https://p.scdn.co/mp3-preview/cebb7a962a8e6e1c728f95ee1c7b1a09cc3f497b,https://i.scdn.co/image/102289f9dfcbf6aae56b2e6c88c86508c43bbac8,spotify:track:7jXzXQ17gPavpq05f2KDK6,https://geo.music.apple.com/us/album/black-widow-kicks-ass/id381490362?i=381490526,http://a343.phobos.apple.com/us/r1000/088/Music/2e/9b/74/mzm.hyuwgtej.aac.p.m4a,dPYTTOSBTAA,,5.0
SongToMovieType,10409,624,Plays briefly in the fim\'s opening.,1.0,3587,,46424.0,,5,,,,SongType,9511,Chop and Change,ArtistType,1486,The Black Keys,The-Black-Keys,0,https://i.scdn.co/image/9473cf9eeba876da1c6676caa3738e5c7cb388f7,spotify:track:4fFuiaJPg5pa6sgcj599JR,https://geo.music.apple.com/us/album/chop-and-change/id375362499?i=375363026,http://a1361.phobos.apple.com/us/r1000/077/Music/b7/fb/5e/mzm.nvfiqxqp.aac.p.m4a,Y-f_RTmMbA0,,5.0
SongToMovieType,11556,624,Riley is walking in the rain when he gets attacked. He tries to escape but is bitten,2.0,1304,,5.0,,5,,,,SongType,10627,Riley,ArtistType,3635,Howard Shore & Ray Chen,Howard-Shore-and-Ray-Chen,https://p.scdn.co/mp3-preview/6128b4ed243692e39d02a02a6565dbf0fd806956,https://i.scdn.co/image/ab67616d0000485137105ea82162fd9b5529966f,spotify:track:5Bpn76F9MZKUoh6ZHjUGkz,https://geo.music.apple.com/us/album/riley/id376857850?i=376857860,http://a1243.phobos.apple.com/us/r1000/111/Music/b3/c3/db/mzm.yghmeaab.aac.p.m4a,Pflkj-Yttus,,5.0
SongToMovieType,11560,624,"Bella and Edward are sitting in the glade, she's reading a poem. Then she refuses to marry Edward",2.0,2348,,5.0,,5,,,,SongType,10628,Compromise/Bella's Theme,ArtistType,3635,Howard Shore & Ray Chen,Howard-Shore-and-Ray-Chen,https://p.scdn.co/mp3-preview/7ae2547deb611dae53a4046396691aaa68328d83,https://i.scdn.co/image/ab67616d0000485191a2c8653e79fc987538e3bc,spotify:track:674kzm6B5bWSHGWDa5kQI3,https://geo.music.apple.com/us/album/compromise-bellas-theme/id376857850?i=376857910,http://a1738.phobos.apple.com/us/r1000/110/Music/21/bb/7b/mzm.xmxaooeb.aac.p.m4a,,,5.0
SongToMovieType,10414,624,Charlie ungrounds Bella on the condition she visits. Jacob and Edward show up in the truck when she tries to leave.,6.0,3366,,5.0,,5,,,,SongType,9512,Let\'s Get Lost,ArtistType,5706,Beck and Bat for Lashes,Beck-and-Bat-for-Lashes,0,https://i.scdn.co/image/241136f027c151d243ade9a6bf347f1f32fd1c8d,spotify:track:2MljyTUG68dRuMvAJUznhI,https://geo.music.apple.com/us/album/lets-get-lost/id375362499?i=375363040,http://a940.phobos.apple.com/us/r1000/084/Music/c9/c4/7f/mzm.umsvuzhc.aac.p.m4a,,,5.0
SongToMovieType,10411,624,Plays during lunch at the school cafeteria. ,8.0,2825,,5.0,,5,,,,SongType,9513,How Can You Swallow So Much Sleep,ArtistType,5707,Bombay Bicycle Club,Bombay-Bicycle-Club,0,https://i.scdn.co/image/e8702fbaf0154e0e1546006de47b0b3af6dd64cc,spotify:track:1sasrZMRBQVgSoVKM7IHqR,https://geo.music.apple.com/us/album/how-can-you-swallow-so-much/id375362499?i=375363564,http://a286.phobos.apple.com/us/r1000/080/Music/13/b2/76/mzm.uazvlypy.aac.p.m4a,wO1_4lHpgoM,,5.0
SongToMovieType,11562,624,The Cullens chase Victoria in the night forest,15.0,1600,,5.0,,5,,,,SongType,16890,Victoria,ArtistType,5143,Alexandre Desplat,Alexandre-Desplat,https://p.scdn.co/mp3-preview/2383ee70a0d87259b735f0c5b25f8edd24bd0666,https://i.scdn.co/image/ab67616d00004851b0242a8def968899fc5e8006,spotify:track:7DBmt0c75hodrLjr5c2DsI,https://geo.music.apple.com/us/album/victoria/id338722095?i=338722136,http://a1647.phobos.apple.com/us/r1000/093/Music/27/01/82/mzm.dxegrtdf.aac.p.m4a,,,5.0
SongToMovieType,10417,624,Jacob confronts Edward at school about the vampires entering the wolves territory.,17.0,2716,,5.0,,5,,,,SongType,9514,A Million Miles an Hour,ArtistType,43,Eastern Conference Champions,Eastern-Conference-Champions,0,https://i.scdn.co/image/9473cf9eeba876da1c6676caa3738e5c7cb388f7,spotify:track:4QHEYaUomg0BhRyhg9muOV,https://geo.music.apple.com/us/album/a-million-miles-an-hour/id375362499?i=375363100,http://a1252.phobos.apple.com/us/r1000/108/Music/4a/2b/38/mzm.peeiwbhh.aac.p.m4a,zBV4Kpkhq4E,,5.0
SongToMovieType,10415,624,Bella gets on the back of Jacobs motorbike and they drive off as Edward  watches.,19.0,2558,,5.0,,5,6331b77f5d0a3daf0b0c09d5,https://share.tunespotter.com/rvsNP0pguCb,spot/9c7bdfce3f7e53fcd5649b6a4324c1e4/thumbnail/1664202559251,SongType,9515,Jonathan Low,ArtistType,91,Vampire Weekend,Vampire-Weekend,0,https://i.scdn.co/image/9473cf9eeba876da1c6676caa3738e5c7cb388f7,spotify:track:7jR5AKaaT5f4WhyxlKBeQl,https://geo.music.apple.com/us/album/jonathan-low/id375362499?i=375363062,http://a738.phobos.apple.com/us/r1000/103/Music/e2/64/f2/mzm.qobjdhcy.aac.p.m4a,DgQ6iqP3vys,,5.0
