episode_id,episode_name,episode_air_date,episode_season_id,episode_tvshow_id,episode_episode_number,episode_tmdb_episode_id,episode_tvshow_name,episode_tvshow_year,episode_tvshow_composer,episode_tvshow_firstAirDate,episode_tvshow_network,episode_tvshow_song_count,episode_tvshow_tmdbId,episode_tvshow_imdbId,episode_tvshow_status,episode_tvshow_view_count,episode_tvshow_theme_song_id,episode_tvshow_theme_song,episode_tvshow_contributor_user_id,episode_season_season_number,episode_tvshow_theme_song_name,episode_tvshow_theme_song_artist_id,episode_tvshow_theme_song_artist_name,episode_tvshow_theme_song_appleMusicUrl,song_id,scene_description,time_description,song_name,song_artist_id,song_artist_name,song_spotifyUri,song_appleMusicUrl,song_about,song_releaseYear,song_contributor_user_id
180806,violet,2024-06-26T00:00:00.000Z,203472,101101,4,136315.0,The Bear,2022,J.A.Q.,2022-06-23,Hulu,137,136315,tt14452776,Returning Series,2235194,,,171889,3,,,,,686959.0,,,Getchoo,275.0,Weezer,spotify:track:1rvbY7HXYsFXSlLqxphocK,https://music.apple.com/us/album/getchoo/1440898333?i=1440898577,,,176580.0
180805,doors,2024-06-26T00:00:00.000Z,203472,101101,3,136315.0,The Bear,2022,J.A.Q.,2022-06-23,Hulu,137,136315,tt14452776,Returning Series,2235194,,,171889,3,,,,,623472.0,,,Cavalleria rusticana: Intermezzo,2239.0,Pietro Mascagni,spotify:track:2ObRZ1B0gjZM3mWKTU9ESC,https://music.apple.com/us/album/cavalleria-rusticana-intermezzo/1452547783?i=1452548409,,,5.0
152062,Love Fool,2023-07-28T00:00:00.000Z,202537,101042,5,,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,260663.0,"First song, opening scenes with Jeremiah and the others are in the empty living room.",1.0,Goodbye,5344.0,Cage the Elephant,spotify:track:50nZ2pvMssa7zcSI8ZgARe,https://geo.music.apple.com/us/album/goodbye/1450676554?i=1450676570,,,43497.0
152062,Love Fool,2023-07-28T00:00:00.000Z,202537,101042,5,,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,672725.0,Jeremiah informs the group that he has a place where they can stay for the night.,5.0,GOODBYE,134636.0,BROCKHAMPTON,spotify:track:7G4yUa1qawOeOImIjDnjcf,https://music.apple.com/us/album/goodbye/1654557684?i=1654558196,,,5.0
152062,Love Fool,2023-07-28T00:00:00.000Z,202537,101042,5,,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,267497.0,Jeremiah and Belly enjoy a soda together.,15.0,Nikes,11374.0,Frank Ocean,spotify:track:19YKaevk2bce4odJkP5L22,https://music.apple.com/us/album/nikes/1146195596?i=1146195712&uo=4,,,5.0
152062,Love Fool,2023-07-28T00:00:00.000Z,202537,101042,5,,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,250065.0,Steven plays a song on his phone and invites Taylor to dance with him.,18.0,Moon River,11374.0,Frank Ocean,spotify:track:41cpvQ2GyGb2BRdIRSsTqK,https://geo.music.apple.com/us/album/moon-river/1349524897?i=1349524898,,,5.0
152062,Love Fool,2023-07-28T00:00:00.000Z,202537,101042,5,,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,672726.0,Steven and Taylor dance to the music.,25.0,Do You Like Me?,131162.0,Daniel Caesar,spotify:track:6q4yusLwjDYEcF6jXHdt7J,https://music.apple.com/us/album/do-you-like-me/1667340922?i=1667340945,,,5.0
152062,Love Fool,2023-07-28T00:00:00.000Z,202537,101042,5,,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,672727.0,All of the friends gather at the golf course at night.,27.0,Homesick,215975.0,HUNNY,spotify:track:4n1AV6zOMMvXDPFQCHzMR7,https://music.apple.com/us/album/homesick/1620074404?i=1620074405,,,5.0
152062,Love Fool,2023-07-28T00:00:00.000Z,202537,101042,5,,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,672728.0,Jeremiah reminisces about his first encounter with Belly and confesses that he fell in love with her at that moment.,33.0,Heaven,133879.0,Niall Horan,spotify:track:5FQ77Cl1ndljtwwImdtjMy,https://music.apple.com/us/album/heaven/1671631634?i=1671631635,,,5.0
152062,Love Fool,2023-07-28T00:00:00.000Z,202537,101042,5,,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,672729.0,Belly reveals to Jeremiah that she recorded his graduation ceremony as a way to be part of his special day.,43.0,Die For You,136049.0,Joji,spotify:track:26hOm7dTtBi0TdpDGl141t,https://music.apple.com/us/album/die-for-you/1640829780?i=1640829784,,,5.0
152062,Love Fool,2023-07-28T00:00:00.000Z,202537,101042,5,,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,672730.0,Julia informs Conrad that she has sold the house and needs to travel to Boston to finalize the details. Continues to play into the end credits.,46.0,I Can't Go Back To The Way It Was (Intro),209251.0,The Kid LAROI,spotify:track:4gpfihcTO7NKPFsn3Vl4fq,https://music.apple.com/us/album/i-cant-go-back-to-the-way-it-was-intro/1664972500?i=1664972936,,,5.0
172521,Tomorrow,2024-06-26T00:00:00.000Z,203472,101101,1,5334913.0,The Bear,2022,J.A.Q.,2022-06-23,Hulu,137,136315,tt14452776,Returning Series,2235194,,,171889,3,,,,,686957.0,,,Together,697.0,Nine Inch Nails,spotify:track:7iiu6ce9zGfbvs0yBvsZeT,https://music.apple.com/us/album/together/1504272133?i=1504272147,,,176580.0
150985,Love Sick,2023-07-13T00:00:00.000Z,202537,101042,3,4416067.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,671572.0,Belly and Jeremiah decide to go find Aunt Julia. Steven assures his mother that Belly is okay and will return soon. ,10.0,IN MY BAG (with tobi lou),202550.0,Warren Hue,spotify:track:3Vdu1sTIUi45NZvguJDmhk,https://music.apple.com/us/album/in-my-bag/1635893185?i=1635893204,,,175767.0
150985,Love Sick,2023-07-13T00:00:00.000Z,202537,101042,3,4416067.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,653477.0,"In the car, Belly and Jeremiah discuss their plan with Julia.",13.0,Bunny Is A Rider,144736.0,Caroline Polachek,spotify:track:1rYABrDmfqVmJMwaNJBUUb,https://music.apple.com/us/album/bunny-is-a-rider/1572740393?i=1572740400,,,171889.0
150985,Love Sick,2023-07-13T00:00:00.000Z,202537,101042,3,4416067.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,667863.0,A flashback of Belly and Conrad at the prom is shown.,15.0,Mayonaise - 2011 Remaster,5393.0,The Smashing Pumpkins,spotify:track:0jmKzJmUEKNbC7eU8YfOiA,https://music.apple.com/us/album/mayonaise/1472818495?i=1472818699,,,175767.0
150985,Love Sick,2023-07-13T00:00:00.000Z,202537,101042,3,4416067.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,671573.0,Taylor and Steven ride in the car on their way to Cousins.,26.0,Pink + White - Live at Electric Lady,143445.0,Remi Wolf,spotify:track:2FmADxrIphJZSrHzwYkUcR,https://music.apple.com/us/album/pink-white-live-at-electric-lady/1663962368?i=1663962858,,,175767.0
150985,Love Sick,2023-07-13T00:00:00.000Z,202537,101042,3,4416067.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,671574.0,Conrad performs the song on the guitar during the funeral.,34.0,Last Kiss,1353.0,Pearl Jam,spotify:track:0QnONzv3TvHAWk294h6DaQ,https://music.apple.com/us/album/last-kiss/158049800?i=158051176,,,175767.0
150985,Love Sick,2023-07-13T00:00:00.000Z,202537,101042,3,4416067.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,671575.0,"After the funeral service, Belly goes to Jeremiah and offers to bring him a plate of food.",35.0,Silver Springs - 2004 Remaster,129.0,Fleetwood Mac,spotify:track:4nZi6XNe36Ut4Nij3IQ1yC,https://music.apple.com/us/album/silver-springs-2004-remaster/1656929671?i=1656931274,,,175767.0
150985,Love Sick,2023-07-13T00:00:00.000Z,202537,101042,3,4416067.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,671576.0,Conrad approaches Jeremiah and apologizes for his behavior earlier that morning.,40.0,Circles,126932.0,Mac Miller,spotify:track:4jXl6VtkFFKIt3ycUQc5LT,https://music.apple.com/us/album/circles/1494022962?i=1494022963,,,175767.0
150985,Love Sick,2023-07-13T00:00:00.000Z,202537,101042,3,4416067.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,671577.0,End credits.,45.0,Sometimes,137819.0,Juice WRLD,spotify:track:3i6sCTU7ENlnHpHvrHUitW,https://music.apple.com/us/album/sometimes/1614380040?i=1614380432,,,175767.0
150986,Love Game,2023-07-20T00:00:00.000Z,202537,101042,4,4416068.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,261143.0,The group heads to the fair and indulges in ice cream to beat the heat.,13.0,Don't Take the Money,12946.0,Bleachers,spotify:track:3ySU5vwQB33iGulwcUL9qQ,https://music.apple.com/us/album/dont-take-the-money/1225759934?i=1225759939,,,5.0
150986,Love Game,2023-07-20T00:00:00.000Z,202537,101042,4,4416068.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,637659.0,The group enters the arcade and engages in a game of laser tag.,16.0,edamame (feat. Rich Brian),205373.0,bbno$,spotify:track:1uMHCAyGmHqyygoNRuo7MV,https://music.apple.com/us/album/edamame-feat-rich-brian/1575996409?i=1575996416,,,122858.0
150986,Love Game,2023-07-20T00:00:00.000Z,202537,101042,4,4416068.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,672723.0,Taylor and Steven scale the climbing wall.,22.0,Players,215974.0,Coi Leray,spotify:track:6UN73IYd0hZxLi8wFPMQij,https://music.apple.com/us/album/players/1656138029?i=1656138318,,,5.0
150986,Love Game,2023-07-20T00:00:00.000Z,202537,101042,4,4416068.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,642973.0,Belly and Conrad engage in a playful competition while shooting basketballs.,23.0,Never Really Over,459.0,Katy Perry,spotify:track:5PYQUBXc7NYeI1obMKSJK0,https://music.apple.com/us/album/never-really-over/1464985433?i=1464985621,,,171889.0
150986,Love Game,2023-07-20T00:00:00.000Z,202537,101042,4,4416068.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,672724.0,Belly comes to the realization that Conrad brought her to the fair with the intention of seeing Angie.,25.0,Sweet Nothing,5221.0,Taylor Swift,spotify:track:0wavGRldH0AWyu2zvTz8zb,https://music.apple.com/us/album/sweet-nothing/1649434004?i=1649434507,,,5.0
150986,Love Game,2023-07-20T00:00:00.000Z,202537,101042,4,4416068.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,657392.0,"Jeremiah and Skye participate in the game ""Step to This.""",30.0,Side To Side (feat. Nicki Minaj),16069.0,Ariana Grande,spotify:track:43bCmCI0nSgcT7QdMXY6LV,https://music.apple.com/us/album/side-to-side-feat-nicki-minaj/1440835631?i=1440835649,,,171889.0
150986,Love Game,2023-07-20T00:00:00.000Z,202537,101042,4,4416068.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,639796.0,They hop into the cars and race against each other.,37.0,The Distance,205257.0,CAKE,spotify:track:0xMEF2WiqKWTIG7Krjungw,,,,171889.0
150986,Love Game,2023-07-20T00:00:00.000Z,202537,101042,4,4416068.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,78942.0,"Belly and Jeremiah bravely enter The Tower of Terror. Jeremiah holds her hand, offering comfort.",41.0,Sweet Child O' Mine,96.0,Guns N' Roses,spotify:track:4MhTFsyqIJnjsOweVcU8ug,https://geo.music.apple.com/us/album/sweet-child-o-mine/113736?i=113728,,,5.0
150986,Love Game,2023-07-20T00:00:00.000Z,202537,101042,4,4416068.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,638099.0,"As evening falls, they climb into the car and begin their journey back home.",43.0,Cola,195966.0,CamelPhat,spotify:track:7ir1tVqAtNjctvteJPw5MF,,,,171889.0
150986,Love Game,2023-07-20T00:00:00.000Z,202537,101042,4,4416068.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,663482.0,"Upon arriving home, they're stunned to find all the furniture missing. Song continues to play into the end credits.",46.0,Go Home,27221.0,Angel Olsen,spotify:track:5qbHBepTowbMldhK8RVhTl,https://music.apple.com/us/album/go-home/1612533349?i=1612533436,,,122858.0
150984,Love Scene,2023-07-13T00:00:00.000Z,202537,101042,2,4416066.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,671568.0,Belly leaves the house at night.,1.0,Steal My Girl,27111.0,One Direction,spotify:track:2Bs4jQEGMycglOfWPBqrVG,https://music.apple.com/us/album/steal-my-girl/914556567?i=914556572,,,175767.0
150984,Love Scene,2023-07-13T00:00:00.000Z,202537,101042,2,4416066.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,671569.0,Belly calls Jeremiah to let him know she arrived at the campus.,5.0,Don't Leave Me In The Rain,142586.0,Hatchie,spotify:track:58cvMG2XJ12HM5ZLt1ftlQ,https://music.apple.com/us/album/dont-leave-me-in-the-rain/1601716832?i=1601718951,,,175767.0
150984,Love Scene,2023-07-13T00:00:00.000Z,202537,101042,2,4416066.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,671570.0,Belly and Jeremiah listen to the radio in the car.,13.0,Coffee Breath,215513.0,Sofia Mills,spotify:track:28TkNtKHx6UnOZuoyv3Jzv,https://music.apple.com/us/album/coffee-breath/1567326246?i=1567326247,,,175767.0
150984,Love Scene,2023-07-13T00:00:00.000Z,202537,101042,2,4416066.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,642320.0,"Belly and Jeremiah stop at Rosie's to eat pie.
",25.0,Ode to a Conversation Stuck in Your Throat,208020.0,Del Water Gap,spotify:track:51Lf3l6wx008NdBxCQnD6B,https://music.apple.com/us/album/ode-to-a-conversation-stuck-in-your-throat/1571525955?i=1571525961,,,122858.0
150984,Love Scene,2023-07-13T00:00:00.000Z,202537,101042,2,4416066.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,643280.0,The song starts playing after Belly finishes her conversation with Nicole at Rosie's.,28.0,deja vu,201626.0,Olivia Rodrigo,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,https://music.apple.com/us/album/deja-vu/1560735414?i=1560735548,,,171889.0
150984,Love Scene,2023-07-13T00:00:00.000Z,202537,101042,2,4416066.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,671571.0,A flashback is shown of Belly and Conrad going to the beach during winter.,33.0,invisible string,5221.0,Taylor Swift,spotify:track:6VsvKPJ4xjVNKpI8VVZ3SV,https://music.apple.com/us/album/invisible-string/1524793738?i=1524793912,,,175767.0
150984,Love Scene,2023-07-13T00:00:00.000Z,202537,101042,2,4416066.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,647782.0,"Belly and Conrad share a kiss by the fireplace.
",35.0,I'm Kissing You,1558.0,Des'ree,spotify:track:1Xp8MKmfoFDib6dHM6JF53,https://music.apple.com/us/album/whatever-i-had-a-dream/1565890397?i=1565890410,,,46424.0
143115,Sparklefingers,2023-04-20T00:00:00.000Z,202093,101312,6,4194487.0,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,668511.0,Jos and Ryan kiss in the car.,12.0,i wanna be your girlfriend,143253.0,girl in red,spotify:track:5PjdC2gMATetx5xdnwGUu7,https://music.apple.com/us/album/i-wanna-be-your-girlfriend/1446460590?i=1446460728,,,175767.0
143115,Sparklefingers,2023-04-20T00:00:00.000Z,202093,101312,6,4194487.0,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,668512.0,"After arriving at the wedding ceremony, Tunde heads to the bar and orders a drink. He then meets up with Ndudi.",25.0,Osondi Owendi,214390.0,Chief Stephen Osita Osadebe,spotify:track:1n21ku53K1pMOU9ib6bEdL,https://music.apple.com/us/album/osondi-owendi/176613904?i=176613939,,,175767.0
143115,Sparklefingers,2023-04-20T00:00:00.000Z,202093,101312,6,4194487.0,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,269491.0,Tunde and Ndudi get intimate.,29.0,Human,27561.0,Sevdaliza,spotify:track:4LIIWJjlXMftVKMQWUrxKO,https://geo.music.apple.com/us/album/human/1314724379?i=1314725607&uo=4,,,43497.0
143115,Sparklefingers,2023-04-20T00:00:00.000Z,202093,101312,6,4194487.0,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,668513.0,End credits. ,48.0,Anthem,131946.0,Greta Van Fleet,spotify:track:2KN0Kgfb15aNLR0p2J4pkr,https://music.apple.com/us/album/anthem/1435351050?i=1435351502,,,175767.0
144989,Just a Girl,2023-05-05T00:00:00.000Z,202093,101312,8,,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,668956.0,"The girls discover that someone has uploaded a video of them using their powers.

",1.0,Everybody Wants to Rule the World,214569.0,Clare & The Reasons,spotify:track:3zkr0iux2xJsBP6OrFRZ9j,,,,175767.0
144989,Just a Girl,2023-05-05T00:00:00.000Z,202093,101312,8,,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,668957.0,Roxy is engaged in a private moment.,3.0,Made of Gold,128932.0,Ibeyi,spotify:track:2dOlQsivPlIDjgISeoTJQw,https://music.apple.com/us/album/made-of-gold/1591788548?i=1591788552,,,175767.0
144989,Just a Girl,2023-05-05T00:00:00.000Z,202093,101312,8,,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,668958.0,The nuns depart in a van as new girls join.,14.0,Going up the Country,10207.0,"Kitty, Daisy & Lewis",spotify:track:18Zw8HtC0SSQMGJsjrEbAj,,,,175767.0
144989,Just a Girl,2023-05-05T00:00:00.000Z,202093,101312,8,,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,619352.0,Allie reads comments on her phone and receives a text from Roxy.,28.0,All My Girls Like To Fight,201424.0,Hope Tala,spotify:track:6rCuplMDiFQVSca77OQocz,https://music.apple.com/us/album/all-my-girls-like-to-fight/1531410974?i=1531410975,,,5.0
144989,Just a Girl,2023-05-05T00:00:00.000Z,202093,101312,8,,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,628614.0,"Roxy receives a cupcake as a birthday gift while conversing with Monte, Kasia, and Grace.",36.0,Use Me (feat. 070 Shake),24939.0,PVRIS,spotify:track:6gqZzQyJfKqdc9boOILz4x,https://music.apple.com/us/album/use-me-feat-070-shake/1499739904?i=1499740214,,,5.0
144989,Just a Girl,2023-05-05T00:00:00.000Z,202093,101312,8,,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,7666.0,"Tatiana pretends to cry and hastily leaves the room.
",53.0,Just A Girl,2980.0,No Doubt,spotify:track:5lWRaa0fBxDE5yU91npPq7,https://geo.music.apple.com/us/album/just-a-girl/id1017906?i=1017675,,,5.0
143113,“The Day of The Girls”,2023-04-06T00:00:00.000Z,202093,101312,4,4194485.0,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,668137.0,A green car is driving thru the desert.,1.0,Taht El Wared,214206.0,Bedouin Burger,spotify:track:0qixBd0KZ5WOKNUCR1bZ99,https://music.apple.com/us/album/taht-el-wared/1679820272?i=1679820273,,,175767.0
143113,“The Day of The Girls”,2023-04-06T00:00:00.000Z,202093,101312,4,4194485.0,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,270940.0,"Roxy arrives at the club, where she starts drinking and dancing while women are protesting outside in the streets.",16.0,No Cover,145199.0,Catnapp,spotify:track:6VYUpXZesAGIKO4IPDnF21,https://music.apple.com/us/album/no-cover/1399025594?i=1399025612&uo=4,,,5.0
143113,“The Day of The Girls”,2023-04-06T00:00:00.000Z,202093,101312,4,4194485.0,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,632683.0,The women are protesting outside and being attacked by the police.,28.0,Apricots,139485.0,Bicep,spotify:track:0WfOuXw05LJq4ik1lVvTzi,https://music.apple.com/us/album/apricots/1531704818?i=1531704822,,,144408.0
143113,“The Day of The Girls”,2023-04-06T00:00:00.000Z,202093,101312,4,4194485.0,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,605757.0,"Tony is revealed to Roxy at the club, prompting her to rush out.",39.0,We Appreciate Power,23358.0,Grimes,spotify:track:46cWr45cjDcXEQpkYp9jFT,https://music.apple.com/us/album/we-appreciate-power-feat-hana/1449020638?i=1449020641,,,5.0
143113,“The Day of The Girls”,2023-04-06T00:00:00.000Z,202093,101312,4,4194485.0,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,649919.0,Eve and her group of girls leave their home behind.,52.0,Femme Fatale,12686.0,Sharon Van Etten,spotify:track:2HDycU1sqxlfYQloriXcK1,https://music.apple.com/us/album/femme-fatale/1565884195?i=1565884198,,,122858.0
150983,Love Lost,2023-07-13T00:00:00.000Z,202537,101042,1,4416064.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,642273.0,Belly dozes off in class and dreams of being in Cousins.,2.0,See You Again (feat. Kali Uchis),12998.0,"Tyler, The Creator",spotify:track:7KA4W4McWYRpgf0fWsJZWB,,,,171889.0
150983,Love Lost,2023-07-13T00:00:00.000Z,202537,101042,1,4416064.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,671561.0,"After a period of silence, Belly receives a long-awaited phone call from Conrad.",24.0,If You Love Me,12232.0,Lizzo,spotify:track:52GgzMLY2W5VKqxO7nkQAN,https://music.apple.com/us/album/if-you-love-me/1619161952?i=1619162846,,,175767.0
150983,Love Lost,2023-07-13T00:00:00.000Z,202537,101042,1,4416064.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,640598.0,Belly and Steven attend the graduation party together.,27.0,Big Energy,201556.0,Latto,spotify:track:6Zu3aw7FfjAF9WA0fA81Oq,https://music.apple.com/us/album/big-energy/1585434932?i=1585434935,,,5.0
150983,Love Lost,2023-07-13T00:00:00.000Z,202537,101042,1,4416064.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,671562.0,"During the party, the girls enjoy a drink and discuss welcoming Belly back into the team.",28.0,In The Party,204334.0,Flo Milli,spotify:track:52BJrldggFQyTiW8XrILhO,https://music.apple.com/us/album/in-the-party/1484563651?i=1484563652,,,175767.0
150983,Love Lost,2023-07-13T00:00:00.000Z,202537,101042,1,4416064.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,671563.0,"Belly approaches Cory, who offers her a drink.
",31.0,Do What I Want,205130.0,Daisha McBride,spotify:track:6aDx8mIwRGRQrq3RgGRNwg,https://music.apple.com/us/album/do-what-i-want/1566302486?i=1566302488,,,175767.0
150983,Love Lost,2023-07-13T00:00:00.000Z,202537,101042,1,4416064.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,671564.0,The band takes the stage and performs live at the party.,32.0,"I Don't Want To Miss A Thing - From ""Armageddon"" Soundtrack",368.0,Aerosmith,spotify:track:5qlJg0Wbj3sslxfwiaRNpq,https://music.apple.com/us/album/i-dont-want-to-miss-a-thing/217271260?i=217271368,,,175767.0
150983,Love Lost,2023-07-13T00:00:00.000Z,202537,101042,1,4416064.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,14746.0,The lead singer energetically tears off his tank top and launches into the second song.,34.0,My Own Worst Enemy,281.0,Lit,spotify:track:39sICagGOiysHxoIBRyLLi,https://geo.music.apple.com/us/album/my-own-worst-enemy/id258611802?i=258611995,,,
150983,Love Lost,2023-07-13T00:00:00.000Z,202537,101042,1,4416064.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,671565.0,"Belly engages in a conversation with Cory about stars and planets, revealing her past summer experiences in Massachusetts.",38.0,Biddie Bop,215512.0,Chel Strong,spotify:track:3P3MP0EkolTs3eRtltXPCD,https://music.apple.com/us/album/biddie-bop/1528755548?i=1528755551,,,175767.0
